timestamp,level,service,message,user_id,ip_address
2025-04-01 06:06:25,INFO,PaymentService,User login successful,1091,10.0.0.1
2025-04-01 06:05:25,DEBUG,InventoryService,Invalid password attempt,1628,192.168.1.2
2025-04-01 06:04:25,DEBUG,UserService,Invalid password attempt,1631,192.168.1.3
2025-04-01 06:03:25,INFO,AuthService,Inventory updated,1862,10.0.0.1
2025-04-01 06:02:25,WARNING,AuthService,User login successful,1393,10.0.0.1
2025-04-01 06:01:25,ERROR,InventoryService,User login successful,1750,10.0.0.1
2025-04-01 06:00:25,DEBUG,PaymentService,Order placed successfully,1287,192.168.1.1
2025-04-01 05:59:25,WARNING,UserService,Database connection failed,1260,192.168.1.3
2025-04-01 05:58:25,DEBUG,InventoryService,Invalid password attempt,1418,10.0.0.1
2025-04-01 05:57:25,ERROR,PaymentService,Inventory updated,1755,192.168.1.1
2025-04-01 05:56:25,ERROR,UserService,Inventory updated,1760,10.0.0.2
2025-04-01 05:55:25,DEBUG,InventoryService,Inventory updated,1300,192.168.1.3
2025-04-01 05:54:25,WARNING,AuthService,User login successful,1836,192.168.1.3
2025-04-01 05:53:25,WARNING,AuthService,User login successful,1434,10.0.0.1
2025-04-01 05:52:25,INFO,InventoryService,Invalid password attempt,1982,10.0.0.2
2025-04-01 05:51:25,ERROR,InventoryService,Order placed successfully,1436,10.0.0.2
2025-04-01 05:50:25,WARNING,AuthService,Payment processed successfully,1211,192.168.1.1
2025-04-01 05:49:25,ERROR,PaymentService,User not found,1550,192.168.1.3
2025-04-01 05:48:25,DEBUG,InventoryService,Database connection failed,1802,10.0.0.1
2025-04-01 05:47:25,INFO,PaymentService,Inventory updated,1534,10.0.0.2
2025-04-01 05:46:25,ERROR,AuthService,User not found,1870,192.168.1.3
2025-04-01 05:45:25,ERROR,InventoryService,Order placed successfully,1398,192.168.1.1
2025-04-01 05:44:25,ERROR,InventoryService,Inventory updated,1892,192.168.1.1
2025-04-01 05:43:25,WARNING,AuthService,Invalid password attempt,1262,10.0.0.2
2025-04-01 05:42:25,DEBUG,PaymentService,Payment processed successfully,1384,192.168.1.2
